"type","indicator","classification","source","notes","references"
"domain","usps-upke.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsho.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","us29-usps.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsmg.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","clientcheck.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspstr.lat","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-messageservice.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-delivery.pro","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-fix.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsl.vip","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsux.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsod1.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps9.cc","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","recompose.shop","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspses.shop","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-manage.xyz","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","daddys.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspslz.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspswf.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspszl.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsfq.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspswoh.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspshbb.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsyle.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-packageservice.ink","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspssmile.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","finpresn.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsryuu.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspslw.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsiv.lat","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspshelp1.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsaxn.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-jaxr.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","number-usps.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspskko.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","serve-add.shop","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsnea.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","ybcnvmip.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","parcels-service.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","logisticsinfoet.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspslvc.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsdi.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspskkmm.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsqjk.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","qsf-usps.shop","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsvn.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspskw.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-now.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsfn.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","utpack-usps.shop","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspstamp.net","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps583.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","uspsvvm.com","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps6.xyz","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
"domain","usps-ow.top","malicious","infoblox","Domain associated with USPS phishing and smishing attacks.","https://blogs.infoblox.com/cyber-threat-intelligence/phishers-weather-the-storm-the-dns-landscape-of-us-postal-smishing-attacks/"
